feature,outlierCount,outlierCount%,level,mi
UNMAPPED,50,14.204545454545455,1,0.007534505500535804
UNINTEGRATED,31,8.806818181818182,1,0.0
PWY-3841: folate transformations II (plants)|g__Peptostreptococcus.s__Peptostreptococcus_russellii,0,0.0,4,0.0
PWY-3841: folate transformations II (plants)|g__Ralstonia.s__Ralstonia_pickettii,0,0.0,4,0.005084841983536981
PWY-3841: folate transformations II (plants)|g__Rhodococcus.s__Rhodococcus_enclensis,0,0.0,4,0.005178599706234355
PWY-3841: folate transformations II (plants)|g__Rhodococcus.s__Rhodococcus_erythropolis,0,0.0,4,0.030172417572545296
PWY-3841: folate transformations II (plants)|g__Rhodococcus.s__Rhodococcus_qingshengii,0,0.0,4,0.0
PWY-3841: folate transformations II (plants)|g__Staphylococcus.s__Staphylococcus_cohnii,0,0.0,4,0.0
PWY-3841: folate transformations II (plants)|g__Staphylococcus.s__Staphylococcus_condimenti,0,0.0,4,0.02673001236459105
PWY-3841: folate transformations II (plants)|g__Staphylococcus.s__Staphylococcus_nepalensis,0,0.0,4,0.0
PWY-3841: folate transformations II (plants)|g__Staphylococcus.s__Staphylococcus_piscifermentans,0,0.0,4,0.0
PWY-3841: folate transformations II (plants)|g__Staphylococcus.s__Staphylococcus_saprophyticus,0,0.0,4,0.010501866356423584
PWY-3841: folate transformations II (plants)|g__Staphylococcus.s__Staphylococcus_xylosus,0,0.0,4,0.0003623199974045477
PWY-3841: folate transformations II (plants)|g__Streptococcus.s__Streptococcus_dysgalactiae_group,71,20.170454545454547,5,0.03700208106409986
PWY-3841: folate transformations II (plants)|g__Streptococcus.s__Streptococcus_iniae,0,0.0,4,0.027191285365051776
PWY-3841: folate transformations II (plants)|g__Streptococcus.s__Streptococcus_lutetiensis,0,0.0,4,0.03585826706211925
PWY-3841: folate transformations II (plants)|g__Streptococcus.s__Streptococcus_parauberis,60,17.045454545454547,4,0.03340949806607263
PWY-3841: folate transformations II (plants)|g__Vagococcus.s__Vagococcus_fluvialis,0,0.0,4,0.0
PWY-3841: folate transformations II (plants)|g__Weissella.s__Weissella_ceti,0,0.0,4,0.011902475162201664
PWY-3841: folate transformations II (plants)|g__Weissella.s__Weissella_jogaejeotgali,0,0.0,4,0.0
PWY-3841: folate transformations II (plants)|g__Weissella.s__Weissella_thailandensis,0,0.0,4,0.006076038784189608
PWY-3841: folate transformations II (plants)|unclassified,60,17.045454545454547,2,0.022357882537379803
PWY-4041: &gamma;-glutamyl cycle,50,14.204545454545455,1,0.0
PWY-4041: &gamma;-glutamyl cycle|g__Aeromonas.s__Aeromonas_bestiarum,0,0.0,4,0.0
PWY-4041: &gamma;-glutamyl cycle|g__Aeromonas.s__Aeromonas_hydrophila,0,0.0,4,0.0
PWY-4041: &gamma;-glutamyl cycle|g__Aeromonas.s__Aeromonas_media,0,0.0,4,0.0
PWY-4041: &gamma;-glutamyl cycle|g__Aeromonas.s__Aeromonas_rivipollensis,0,0.0,4,0.0
PWY-4041: &gamma;-glutamyl cycle|g__Clostridium.s__Clostridium_perfringens,93,26.420454545454547,4,0.031303207349466566
PWY-4041: &gamma;-glutamyl cycle|g__Turicibacter.s__Turicibacter_sanguinis,0,0.0,4,0.0
PWY-4041: &gamma;-glutamyl cycle|unclassified,91,25.852272727272727,2,0.0
PWY-4722: creatinine degradation II,0,0.0,1,0.0719731113073363
PWY-4722: creatinine degradation II|unclassified,0,0.0,2,0.0
PWY-4984: urea cycle,64,18.181818181818183,1,0.0
PWY-4984: urea cycle|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004,0,0.0,5,0.004322996379284572
PWY-4984: urea cycle|g__Clostridium.s__Clostridium_perfringens,0,0.0,4,0.004645938321137466
PWY-4984: urea cycle|g__Enterococcus.s__Enterococcus_devriesei,0,0.0,4,0.0
PWY-4984: urea cycle|g__Enterococcus.s__Enterococcus_gilvus,0,0.0,4,0.0
PWY-4984: urea cycle|g__Enterococcus.s__Enterococcus_malodoratus,0,0.0,4,0.0
PWY-4984: urea cycle|g__Staphylococcus.s__Staphylococcus_cohnii,0,0.0,4,0.0
PWY-4984: urea cycle|g__Staphylococcus.s__Staphylococcus_lentus,0,0.0,4,0.013313438489564788
PWY-4984: urea cycle|g__Staphylococcus.s__Staphylococcus_nepalensis,0,0.0,4,0.0
PWY-4984: urea cycle|g__Staphylococcus.s__Staphylococcus_saprophyticus,0,0.0,4,0.005212174059292973
PWY-4984: urea cycle|g__Streptococcus.s__Streptococcus_dysgalactiae_group,0,0.0,5,0.0
PWY-4984: urea cycle|unclassified,58,16.477272727272727,2,0.0
PWY-5004: superpathway of L-citrulline metabolism,0,0.0,1,0.0
PWY-5004: superpathway of L-citrulline metabolism|unclassified,0,0.0,2,0.0
PWY-5005: biotin biosynthesis II,0,0.0,1,0.0
PWY-5005: biotin biosynthesis II|g__Paeniclostridium.s__Paeniclostridium_sordellii,0,0.0,4,0.0
PWY-5005: biotin biosynthesis II|unclassified,0,0.0,2,0.05038859903514514
PWY-5022: 4-aminobutanoate degradation V,0,0.0,1,9.202882109704547e-06
PWY-5022: 4-aminobutanoate degradation V|g__Staphylococcus.s__Staphylococcus_cohnii,0,0.0,4,0.0
PWY-5022: 4-aminobutanoate degradation V|g__Staphylococcus.s__Staphylococcus_saprophyticus,0,0.0,4,0.011747647500210734
PWY-5022: 4-aminobutanoate degradation V|g__Streptococcus.s__Streptococcus_dysgalactiae_group,0,0.0,5,0.0
PWY-5022: 4-aminobutanoate degradation V|unclassified,0,0.0,2,0.0
PWY-5028: L-histidine degradation II,0,0.0,1,0.0
PWY-5028: L-histidine degradation II|unclassified,0,0.0,2,0.0
PWY-5030: L-histidine degradation III,64,18.181818181818183,1,0.0
PWY-5030: L-histidine degradation III|g__Paeniclostridium.s__Paeniclostridium_sordellii,0,0.0,4,0.0
PWY-5030: L-histidine degradation III|g__Streptococcus.s__Streptococcus_dysgalactiae_group,73,20.738636363636363,5,0.0
PWY-5030: L-histidine degradation III|g__Streptococcus.s__Streptococcus_iniae,0,0.0,4,0.004609949580024919
PWY-5030: L-histidine degradation III|g__Streptococcus.s__Streptococcus_parauberis,62,17.613636363636363,4,0.0
PWY-5030: L-histidine degradation III|g__Vagococcus.s__Vagococcus_fluvialis,0,0.0,4,0.0
PWY-5030: L-histidine degradation III|unclassified,83,23.579545454545453,2,0.030596571578361154
PWY-5080: very long chain fatty acid biosynthesis I,0,0.0,1,0.020423403453903477
PWY-5080: very long chain fatty acid biosynthesis I|unclassified,0,0.0,2,0.0
PWY-5097: L-lysine biosynthesis VI,72,20.454545454545453,1,0.0
PWY-5097: L-lysine biosynthesis VI|g__Aeromonas.s__Aeromonas_bestiarum,0,0.0,4,0.0
PWY-5097: L-lysine biosynthesis VI|g__Aeromonas.s__Aeromonas_diversa,0,0.0,4,0.0370193671845378
PWY-5097: L-lysine biosynthesis VI|g__Aeromonas.s__Aeromonas_media,0,0.0,4,0.0
PWY-5097: L-lysine biosynthesis VI|g__Aeromonas.s__Aeromonas_rivipollensis,0,0.0,4,0.0
PWY-5097: L-lysine biosynthesis VI|g__Aeromonas.s__Aeromonas_sobria,0,0.0,4,0.0
PWY-5097: L-lysine biosynthesis VI|g__Aeromonas.s__Aeromonas_veronii,0,0.0,4,0.0
PWY-5097: L-lysine biosynthesis VI|g__Bifidobacterium.s__Bifidobacterium_gallinarum,0,0.0,4,0.018917690128706033
PWY-5097: L-lysine biosynthesis VI|g__Bifidobacterium.s__Bifidobacterium_pseudolongum,0,0.0,4,0.0030336134225767974
PWY-5097: L-lysine biosynthesis VI|g__Bifidobacterium.s__Bifidobacterium_pullorum,0,0.0,4,0.023763556614973425
PWY-5097: L-lysine biosynthesis VI|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004,0,0.0,5,0.0
PWY-5097: L-lysine biosynthesis VI|g__Carnobacterium.s__Carnobacterium_maltaromaticum,0,0.0,4,0.04381767075934562
PWY-5097: L-lysine biosynthesis VI|g__Clostridium.s__Clostridium_botulinum,0,0.0,4,0.0511749584891259
PWY-5097: L-lysine biosynthesis VI|g__Clostridium.s__Clostridium_gasigenes,0,0.0,4,0.024389609963089587
PWY-5097: L-lysine biosynthesis VI|g__Clostridium.s__Clostridium_novyi,0,0.0,4,0.0
PWY-5097: L-lysine biosynthesis VI|g__Clostridium.s__Clostridium_perfringens,86,24.431818181818183,4,0.005458815351779389
PWY-5097: L-lysine biosynthesis VI|g__Enterococcus.s__Enterococcus_cecorum,0,0.0,4,0.001586762960849697
PWY-5097: L-lysine biosynthesis VI|g__Enterococcus.s__Enterococcus_devriesei,0,0.0,4,0.019950563654416165
PWY-5097: L-lysine biosynthesis VI|g__Enterococcus.s__Enterococcus_gilvus,0,0.0,4,0.04079519063632575
PWY-5097: L-lysine biosynthesis VI|g__Hafnia.s__Hafnia_alvei,0,0.0,4,0.0
PWY-5097: L-lysine biosynthesis VI|g__Lactobacillus.s__Lactobacillus_amylovorus,76,21.59090909090909,4,0.0
PWY-5097: L-lysine biosynthesis VI|g__Lactobacillus.s__Lactobacillus_crispatus,100,28.40909090909091,4,0.0
PWY-5097: L-lysine biosynthesis VI|g__Lactobacillus.s__Lactobacillus_kitasatonis,0,0.0,4,0.0
PWY-5097: L-lysine biosynthesis VI|g__Lactobacillus.s__Lactobacillus_reuteri,0,0.0,4,0.0
PWY-5097: L-lysine biosynthesis VI|g__Lactobacillus.s__Lactobacillus_salivarius,0,0.0,4,0.0
PWY-5097: L-lysine biosynthesis VI|g__Lactobacillus.s__Lactobacillus_vaginalis,0,0.0,4,0.0
PWY-5097: L-lysine biosynthesis VI|g__Mycolicibacter.s__Mycolicibacter_minnesotensis,0,0.0,4,0.0339043271783801
PWY-5097: L-lysine biosynthesis VI|g__Obesumbacterium.s__Obesumbacterium_proteus,0,0.0,4,0.028777886068878322
PWY-5097: L-lysine biosynthesis VI|g__Paeniclostridium.s__Paeniclostridium_sordellii,0,0.0,4,0.0
PWY-5097: L-lysine biosynthesis VI|g__Ralstonia.s__Ralstonia_pickettii,0,0.0,4,0.051914294561390406
PWY-5097: L-lysine biosynthesis VI|g__Rhodococcus.s__Rhodococcus_enclensis,0,0.0,4,0.0
PWY-5097: L-lysine biosynthesis VI|g__Rhodococcus.s__Rhodococcus_erythropolis,0,0.0,4,0.0
PWY-5097: L-lysine biosynthesis VI|unclassified,86,24.431818181818183,2,0.004320321358534773
PWY-5100: pyruvate fermentation to acetate and lactate II,67,19.03409090909091,1,0.0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Bifidobacterium.s__Bifidobacterium_gallinarum,0,0.0,4,0.0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Bifidobacterium.s__Bifidobacterium_pullorum,0,0.0,4,0.025330361985548056
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Clostridium.s__Clostridium_botulinum,0,0.0,4,0.04812316988407628
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Clostridium.s__Clostridium_haemolyticum,0,0.0,4,0.016468618983359606
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Clostridium.s__Clostridium_novyi,0,0.0,4,0.0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Enterococcus.s__Enterococcus_avium,0,0.0,4,0.0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Enterococcus.s__Enterococcus_devriesei,0,0.0,4,0.0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Enterococcus.s__Enterococcus_faecium,0,0.0,4,0.04030936385733064
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Enterococcus.s__Enterococcus_gilvus,0,0.0,4,0.027711346750189936
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Enterococcus.s__Enterococcus_hermanniensis,0,0.0,4,0.0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Enterococcus.s__Enterococcus_malodoratus,0,0.0,4,0.0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Enterococcus.s__Enterococcus_pseudoavium,0,0.0,4,0.0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Gordonibacter.s__Gordonibacter_sp_An232A,0,0.0,5,0.0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Lactobacillus.s__Lactobacillus_crispatus,78,22.15909090909091,4,0.028518452308264663
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Lactobacillus.s__Lactobacillus_gallinarum,0,0.0,4,0.0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Lactobacillus.s__Lactobacillus_johnsonii,0,0.0,4,0.0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Lactobacillus.s__Lactobacillus_reuteri,0,0.0,4,0.0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Lactobacillus.s__Lactobacillus_salivarius,0,0.0,4,0.0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Lactobacillus.s__Lactobacillus_vaginalis,0,0.0,4,0.0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Lactococcus.s__Lactococcus_garvieae,68,19.318181818181817,4,0.0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Lactococcus.s__Lactococcus_lactis,0,0.0,4,0.0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Lactococcus.s__Lactococcus_petauri,0,0.0,4,0.0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Lactococcus.s__Lactococcus_piscium,0,0.0,4,0.0070617718742538305
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Paeniclostridium.s__Paeniclostridium_sordellii,0,0.0,4,0.0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Paraclostridium.s__Paraclostridium_bifermentans,0,0.0,4,0.0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Pediococcus.s__Pediococcus_acidilactici,0,0.0,4,0.00021345580842591083
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Rhodococcus.s__Rhodococcus_enclensis,0,0.0,4,0.013910463989674549
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Rhodococcus.s__Rhodococcus_erythropolis,0,0.0,4,0.0006184977017535953
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Rhodococcus.s__Rhodococcus_qingshengii,0,0.0,4,0.031655421992512256
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Staphylococcus.s__Staphylococcus_agnetis,0,0.0,4,0.0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Staphylococcus.s__Staphylococcus_cohnii,0,0.0,4,0.006333322888178117
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Staphylococcus.s__Staphylococcus_condimenti,0,0.0,4,0.04575404225159119
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Staphylococcus.s__Staphylococcus_nepalensis,0,0.0,4,0.030989612157648283
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Staphylococcus.s__Staphylococcus_piscifermentans,0,0.0,4,0.0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Staphylococcus.s__Staphylococcus_saprophyticus,0,0.0,4,0.0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Staphylococcus.s__Staphylococcus_xylosus,0,0.0,4,0.0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Streptococcus.s__Streptococcus_dysgalactiae_group,0,0.0,5,0.0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Streptococcus.s__Streptococcus_iniae,0,0.0,4,0.01365173274956799
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Streptococcus.s__Streptococcus_parauberis,73,20.738636363636363,4,0.01977049459898894
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Vagococcus.s__Vagococcus_fluvialis,0,0.0,4,0.032013134957675105
PWY-5100: pyruvate fermentation to acetate and lactate II|unclassified,98,27.84090909090909,2,0.0
PWY-5103: L-isoleucine biosynthesis III,60,17.045454545454547,1,0.012875109659191253
PWY-5103: L-isoleucine biosynthesis III|g__Aeromonas.s__Aeromonas_bestiarum,0,0.0,4,0.006393426744843778
PWY-5103: L-isoleucine biosynthesis III|g__Aeromonas.s__Aeromonas_diversa,0,0.0,4,0.0014295987867465332
PWY-5103: L-isoleucine biosynthesis III|g__Aeromonas.s__Aeromonas_hydrophila,0,0.0,4,0.01556876347413838
PWY-5103: L-isoleucine biosynthesis III|g__Aeromonas.s__Aeromonas_media,0,0.0,4,0.0
PWY-5103: L-isoleucine biosynthesis III|g__Aeromonas.s__Aeromonas_rivipollensis,0,0.0,4,0.0
PWY-5103: L-isoleucine biosynthesis III|g__Aeromonas.s__Aeromonas_sobria,0,0.0,4,0.0
PWY-5103: L-isoleucine biosynthesis III|g__Aeromonas.s__Aeromonas_veronii,0,0.0,4,0.0
PWY-5103: L-isoleucine biosynthesis III|g__Bifidobacterium.s__Bifidobacterium_criceti,0,0.0,4,0.003619731958255157
PWY-5103: L-isoleucine biosynthesis III|g__Bifidobacterium.s__Bifidobacterium_gallinarum,0,0.0,4,0.0
PWY-5103: L-isoleucine biosynthesis III|g__Bifidobacterium.s__Bifidobacterium_pseudolongum,0,0.0,4,0.0
PWY-5103: L-isoleucine biosynthesis III|g__Bifidobacterium.s__Bifidobacterium_pullorum,0,0.0,4,0.020077667074985595
PWY-5103: L-isoleucine biosynthesis III|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004,0,0.0,5,0.03995756916833204
PWY-5103: L-isoleucine biosynthesis III|g__Carnobacterium.s__Carnobacterium_maltaromaticum,0,0.0,4,0.0
PWY-5103: L-isoleucine biosynthesis III|g__Clostridium.s__Clostridium_botulinum,0,0.0,4,0.0
PWY-5103: L-isoleucine biosynthesis III|g__Clostridium.s__Clostridium_gasigenes,0,0.0,4,0.0
PWY-5103: L-isoleucine biosynthesis III|g__Clostridium.s__Clostridium_novyi,0,0.0,4,0.039862439846842124
PWY-5103: L-isoleucine biosynthesis III|g__Clostridium.s__Clostridium_sp_CAG_221,0,0.0,6,0.02463272883085077
PWY-5103: L-isoleucine biosynthesis III|g__Corynebacterium.s__Corynebacterium_stationis,0,0.0,4,0.020938583911777275
PWY-5103: L-isoleucine biosynthesis III|g__Enterococcus.s__Enterococcus_avium,0,0.0,4,0.0
PWY-5103: L-isoleucine biosynthesis III|g__Enterococcus.s__Enterococcus_cecorum,0,0.0,4,0.0
PWY-5103: L-isoleucine biosynthesis III|g__Enterococcus.s__Enterococcus_devriesei,0,0.0,4,0.0
PWY-5103: L-isoleucine biosynthesis III|g__Enterococcus.s__Enterococcus_faecium,0,0.0,4,0.0
PWY-5103: L-isoleucine biosynthesis III|g__Enterococcus.s__Enterococcus_gilvus,0,0.0,4,0.005175939997271062
PWY-5103: L-isoleucine biosynthesis III|g__Enterococcus.s__Enterococcus_malodoratus,0,0.0,4,0.0
PWY-5103: L-isoleucine biosynthesis III|g__Enterococcus.s__Enterococcus_pseudoavium,0,0.0,4,0.0
PWY-5103: L-isoleucine biosynthesis III|g__Flavobacterium.s__Flavobacterium_psychrophilum,0,0.0,4,0.02012963482202612
PWY-5103: L-isoleucine biosynthesis III|g__Floricoccus.s__Floricoccus_penangensis,0,0.0,4,0.0347883833489917
PWY-5103: L-isoleucine biosynthesis III|g__Floricoccus.s__Floricoccus_tropicus,0,0.0,4,0.0
PWY-5103: L-isoleucine biosynthesis III|g__Hafnia.s__Hafnia_alvei,0,0.0,4,0.01459905195282829
PWY-5103: L-isoleucine biosynthesis III|g__Lachnoclostridium.s__Lachnoclostridium_sp_An76,0,0.0,5,0.0
PWY-5103: L-isoleucine biosynthesis III|g__Lactococcus.s__Lactococcus_lactis,134,38.06818181818182,4,0.0050323872749213905
PWY-5103: L-isoleucine biosynthesis III|g__Lactococcus.s__Lactococcus_piscium,0,0.0,4,0.030755056837132644
PWY-5103: L-isoleucine biosynthesis III|g__Lysinibacillus.s__Lysinibacillus_varians,0,0.0,4,0.0
PWY-5103: L-isoleucine biosynthesis III|g__Macrococcus.s__Macrococcus_caseolyticus,0,0.0,4,0.0
PWY-5103: L-isoleucine biosynthesis III|g__Mycobacterium.s__Mycobacterium_sp_YC_RL4,0,0.0,6,0.05113092818005294
PWY-5103: L-isoleucine biosynthesis III|g__Mycolicibacter.s__Mycolicibacter_minnesotensis,0,0.0,4,0.018955141502350115
PWY-5103: L-isoleucine biosynthesis III|g__Obesumbacterium.s__Obesumbacterium_proteus,0,0.0,4,0.0
PWY-5103: L-isoleucine biosynthesis III|g__Rhodococcus.s__Rhodococcus_enclensis,0,0.0,4,0.006138028735358514
PWY-5103: L-isoleucine biosynthesis III|g__Rhodococcus.s__Rhodococcus_erythropolis,0,0.0,4,0.012267455613141687
PWY-5103: L-isoleucine biosynthesis III|g__Rhodococcus.s__Rhodococcus_qingshengii,0,0.0,4,0.06214854396127922
PWY-5103: L-isoleucine biosynthesis III|g__Staphylococcus.s__Staphylococcus_agnetis,0,0.0,4,0.010044853318906144
PWY-5103: L-isoleucine biosynthesis III|g__Staphylococcus.s__Staphylococcus_cohnii,0,0.0,4,0.018167214879663218
PWY-5103: L-isoleucine biosynthesis III|g__Staphylococcus.s__Staphylococcus_condimenti,0,0.0,4,0.0
PWY-5103: L-isoleucine biosynthesis III|g__Staphylococcus.s__Staphylococcus_nepalensis,0,0.0,4,0.0
PWY-5103: L-isoleucine biosynthesis III|g__Staphylococcus.s__Staphylococcus_piscifermentans,0,0.0,4,0.0
PWY-5103: L-isoleucine biosynthesis III|g__Staphylococcus.s__Staphylococcus_saprophyticus,0,0.0,4,0.004012409584204235
PWY-5103: L-isoleucine biosynthesis III|g__Streptococcus.s__Streptococcus_dysgalactiae_group,0,0.0,5,0.0
PWY-5103: L-isoleucine biosynthesis III|g__Streptococcus.s__Streptococcus_gallolyticus,0,0.0,4,0.0
PWY-5103: L-isoleucine biosynthesis III|g__Streptococcus.s__Streptococcus_infantarius,0,0.0,4,0.0
PWY-5103: L-isoleucine biosynthesis III|g__Streptococcus.s__Streptococcus_lutetiensis,0,0.0,4,0.014664791642283292
PWY-5103: L-isoleucine biosynthesis III|g__Streptococcus.s__Streptococcus_macedonicus,0,0.0,4,0.0
PWY-5103: L-isoleucine biosynthesis III|unclassified,60,17.045454545454547,2,0.04645121995449952
PWY-5104: L-isoleucine biosynthesis IV,133,37.78409090909091,1,0.030854710446815092
PWY-5104: L-isoleucine biosynthesis IV|unclassified,0,0.0,2,0.046554914755671195
PWY-5109: propanoate fermentation to 2-methylbutanoate,0,0.0,1,0.009384649148673319
PWY-5109: propanoate fermentation to 2-methylbutanoate|unclassified,0,0.0,2,0.0
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP),25,7.1022727272727275,1,0.0
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)|g__Hafnia.s__Hafnia_alvei,0,0.0,4,0.0
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)|g__Obesumbacterium.s__Obesumbacterium_proteus,0,0.0,4,0.0
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)|unclassified,38,10.795454545454545,2,0.0
PWY-5130: 2-oxobutanoate degradation I,116,32.95454545454545,1,0.0
PWY-5130: 2-oxobutanoate degradation I|g__Flavobacterium.s__Flavobacterium_psychrophilum,0,0.0,4,0.009459095976449339
PWY-5130: 2-oxobutanoate degradation I|g__Rhodococcus.s__Rhodococcus_enclensis,0,0.0,4,0.005485992886120394
PWY-5130: 2-oxobutanoate degradation I|g__Rhodococcus.s__Rhodococcus_qingshengii,0,0.0,4,0.0
PWY-5130: 2-oxobutanoate degradation I|unclassified,117,33.23863636363637,2,0.0
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome),82,23.295454545454547,1,0.005320644488427506
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)|g__Acinetobacter.s__Acinetobacter_albensis,0,0.0,4,0.002186315804208805
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)|g__Acinetobacter.s__Acinetobacter_johnsonii,0,0.0,4,0.0
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)|g__Aeromonas.s__Aeromonas_bestiarum,0,0.0,4,0.0
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)|g__Aeromonas.s__Aeromonas_diversa,0,0.0,4,0.026643511370033846
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)|g__Aeromonas.s__Aeromonas_hydrophila,0,0.0,4,0.0
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)|g__Aeromonas.s__Aeromonas_media,0,0.0,4,0.0005698624222065796
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)|g__Aeromonas.s__Aeromonas_rivipollensis,0,0.0,4,0.008369813141000826
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)|g__Aeromonas.s__Aeromonas_sobria,0,0.0,4,0.002889416054333571
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)|g__Aeromonas.s__Aeromonas_veronii,0,0.0,4,0.018300184425240174
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)|g__Hafnia.s__Hafnia_alvei,0,0.0,4,0.0015831780950532615
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)|g__Obesumbacterium.s__Obesumbacterium_proteus,0,0.0,4,0.04517235597337699
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)|g__Ralstonia.s__Ralstonia_pickettii,0,0.0,4,0.015450733653153303
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)|g__Rhodococcus.s__Rhodococcus_enclensis,0,0.0,4,0.0
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)|g__Rhodococcus.s__Rhodococcus_erythropolis,0,0.0,4,0.009666385129044164
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)|g__Rhodococcus.s__Rhodococcus_fascians,0,0.0,4,0.0
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)|g__Rhodococcus.s__Rhodococcus_qingshengii,0,0.0,4,0.0
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)|g__Streptococcus.s__Streptococcus_dysgalactiae_group,58,16.477272727272727,5,0.011907637191213238
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)|unclassified,118,33.52272727272727,2,0.029101925289765296
"PWY-5138: fatty acid &beta;-oxidation IV (unsaturated, even number)",0,0.0,1,0.0
"PWY-5138: fatty acid &beta;-oxidation IV (unsaturated, even number)|g__Acinetobacter.s__Acinetobacter_albensis",0,0.0,4,0.0071596978368795305
"PWY-5138: fatty acid &beta;-oxidation IV (unsaturated, even number)|g__Acinetobacter.s__Acinetobacter_johnsonii",0,0.0,4,0.0
"PWY-5138: fatty acid &beta;-oxidation IV (unsaturated, even number)|g__Aeromonas.s__Aeromonas_bestiarum",0,0.0,4,0.02275792820963174
"PWY-5138: fatty acid &beta;-oxidation IV (unsaturated, even number)|g__Aeromonas.s__Aeromonas_diversa",0,0.0,4,0.0
"PWY-5138: fatty acid &beta;-oxidation IV (unsaturated, even number)|g__Aeromonas.s__Aeromonas_hydrophila",0,0.0,4,0.010151289385227802
"PWY-5138: fatty acid &beta;-oxidation IV (unsaturated, even number)|g__Aeromonas.s__Aeromonas_media",0,0.0,4,0.0
"PWY-5138: fatty acid &beta;-oxidation IV (unsaturated, even number)|g__Aeromonas.s__Aeromonas_rivipollensis",0,0.0,4,0.053614058707595946
"PWY-5138: fatty acid &beta;-oxidation IV (unsaturated, even number)|g__Aeromonas.s__Aeromonas_sobria",0,0.0,4,0.0
"PWY-5138: fatty acid &beta;-oxidation IV (unsaturated, even number)|g__Aeromonas.s__Aeromonas_veronii",0,0.0,4,0.015576952547280642
"PWY-5138: fatty acid &beta;-oxidation IV (unsaturated, even number)|g__Hafnia.s__Hafnia_alvei",0,0.0,4,0.04165299366630193
